f_version;f_equipo;f_hor_plan_s;f_hor_ter_s;f_hor_dif_s;f_hor_cap_d;f_hor_cap_c;f_hor_act_d;f_hor_act_o_d;f_hor_act_o;f_nro_req_t;f_nro_inc_t;f_nro_req_n;f_nro_rec
1.13.0617;Siesa Interno;81;98;17;0;0;0;0;0;9;3;20;0
1.13.0617;Siesa Migracion;0;0;0;0;0;246;0;126;4;0;8;0
1.13.0617;SiesaEE CM - MLB;1022;1188;166;0;0;1052;201;387;154;46;482;0
1.13.0617;SiesaEE FN y VH - MLB;764;660;-104;0;0;0;0;0;80;32;318;0
1.13.0617;SiesaEE Nomina - MLB;211;213;2;0;0;0;0;0;11;49;139;0
1.13.0617;SiesaEE POS - MLB;188;166;-22;0;0;200;27;54;28;32;112;0
1.13.0617;UnoWeb Adm Espacios;106;125;19;0;0;0;0;0;6;6;7;0
1.13.0730;Siesa Interno;33;27;-6;0;0;0;0;0;6;1;10;0
1.13.0730;SiesaEE CM - MLB;1120;1393;273;0;0;1076;157;137;142;66;440;0
1.13.0730;SiesaEE FN y VH - MLB;312;290;-22;0;0;8;0;0;52;30;280;0
1.13.0730;SiesaEE Nomina - MLB;309;283;-26;0;0;0;0;0;12;61;134;0
1.13.0730;SiesaEE POS - MLB;276;164;-112;0;0;430;6;46;17;46;138;0
1.13.0730;UnoWeb;10;11;1;0;0;0;0;0;1;1;2;0
1.13.0730;UnoWeb Adm Espacios;9;9;0;0;0;0;0;0;4;0;6;0
1.13.0830;Siesa Interno;48;83;35;0;0;0;0;0;4;0;6;0
1.13.0830;Siesa Migracion;0;0;0;0;0;111;6;266;22;0;4;0
1.13.0830;SiesaEE CM - MLB;661;921;260;0;0;616;68;248;83;50;336;0
1.13.0830;SiesaEE FN y VH - MLB;220;262;42;0;0;0;0;0;27;3;212;0
1.13.0830;SiesaEE Nomina - MLB;502;519;17;0;0;0;0;0;24;16;95;0
1.13.0830;SiesaEE POS - MLB;224;199;-25;0;0;369;5;114;14;29;146;0
1.13.0830;UnoWeb Adm Espacios;1;1;0;0;0;0;0;0;1;0;8;0
1.13.0930;Siesa Interno;137;60;-77;0;0;0;0;0;11;1;22;0
1.13.0930;Siesa Migracion;0;0;0;0;0;148;1;329;14;0;67;0
1.13.0930;SiesaEE CM - MLB;914;1158;244;0;0;872;293;495;142;43;361;0
1.13.0930;SiesaEE FN y VH - MLB;284;316;32;0;0;197;0;43;42;21;257;0
1.13.0930;SiesaEE Nomina - MLB;615;548;-67;0;0;0;0;0;29;72;83;0
1.13.0930;SiesaEE POS - MLB;272;272;0;0;0;177;21;105;37;37;130;0
1.13.0930;UnoWeb Adm Espacios;24;109;85;0;0;0;0;0;5;4;13;0
1.13.1130;Siesa Interno;57;61;4;0;0;0;0;0;9;3;22;0
1.13.1130;Siesa Migracion;0;0;0;0;0;254;0;422;14;0;114;0
1.13.1130;SiesaEE CM - MLB;1645;1816;171;0;0;1237;325;537;228;66;625;0
1.13.1130;SiesaEE FN y VH - MLB;807;1212;405;0;0;343;0;90;82;33;373;0
1.13.1130;SiesaEE Nomina - MLB;331;296;-35;0;0;0;0;0;24;46;99;0
1.13.1130;SiesaEE POS - MLB;585;621;36;0;0;276;14;133;60;74;209;0
1.13.1130;UnoWeb;4;3;-1;0;0;0;0;0;1;0;2;0
1.13.1130;UnoWeb Adm Espacios;64;157;93;0;0;0;0;0;9;2;22;0
1.13.1220;Siesa Interno;44;55;11;0;0;0;0;0;3;0;2;0
1.13.1220;Siesa Migracion;0;0;0;0;0;120;1;19;36;0;0;0
1.13.1220;SiesaEE CM - MLB;488;588;100;0;0;455;54;89;74;28;265;0
1.13.1220;SiesaEE FN y VH - MLB;379;353;-26;0;0;114;0;4;38;23;133;0
1.13.1220;SiesaEE Nomina - MLB;114;138;24;0;0;0;0;0;5;20;66;0
1.13.1220;SiesaEE POS - MLB;178;233;55;0;0;152;8;1;14;25;106;0
1.13.1220;UnoWeb Adm Espacios;9;9;0;0;0;0;0;0;2;1;19;0
1.14.0215;Siesa Interno;81;105;24;0;0;0;0;0;12;9;30;0
1.14.0215;Siesa Migracion;72;65;-7;0;0;183;7;34;60;3;22;0
1.14.0215;SiesaEE CM - MLB;1019;1043;24;0;0;680;174;57;141;69;490;0
1.14.0215;SiesaEE FN y VH - MLB;453;466;13;0;0;153;0;17;75;17;279;0
1.14.0215;SiesaEE Nomina - MLB;154;140;-14;0;0;0;0;0;1;56;56;0
1.14.0215;SiesaEE POS - MLB;186;181;-5;0;0;137;3;27;17;35;107;0
1.14.0215;UnoWeb;2;2;0;0;0;0;0;0;0;1;4;0
1.14.0215;UnoWeb Adm Espacios;37;45;8;0;0;0;0;0;4;0;9;0
1.14.0315;Siesa Interno;71;95;24;0;0;0;0;0;8;3;17;0
1.14.0315;Siesa Migracion;118;164;46;0;0;164;5;31;18;0;37;0
1.14.0315;SiesaEE CM - IRI;25;25;0;0;0;138;22;68;6;0;13;0
1.14.0315;SiesaEE CM - MLB;811;902;91;0;0;782;132;61;76;63;415;0
1.14.0315;SiesaEE FN y VH - MLB;340;364;24;0;0;171;3;52;38;22;261;0
1.14.0315;SiesaEE GP y SST - MLB;65;67;2;0;0;0;0;0;9;2;27;0
1.14.0315;SiesaEE Nomina - MLB;147;144;-3;0;0;0;0;0;9;34;73;0
1.14.0315;SiesaEE POS - MLB;247;257;10;0;0;149;4;3;16;34;144;0
1.14.0315;UnoWeb;2;2;0;0;0;0;0;0;0;1;6;0
1.14.0315;UnoWeb Adm Espacios;206;220;14;0;0;0;0;0;7;0;8;0
1.14.0430;Siesa Interno;133;170;37;0;0;0;0;0;15;4;25;0
1.14.0430;Siesa Migracion;10;128;118;0;0;22;0;0;7;0;12;0
1.14.0430;SiesaEE CM - MLB;1236;1256;20;0;0;1099;115;241;153;86;430;0
1.14.0430;SiesaEE FN y VH - MLB;515;564;49;0;0;396;21;109;90;48;328;0
1.14.0430;SiesaEE GP y SST - MLB;204;252;48;0;0;0;0;0;4;0;30;0
1.14.0430;SiesaEE Nomina - MLB;454;647;193;0;0;327;37;120;26;54;88;0
1.14.0430;SiesaEE POS - MLB;223;174;-49;0;0;261;38;127;14;50;126;0
1.14.0430;UnoWeb;34;79;45;0;0;0;0;0;2;2;7;0
1.14.0430;UnoWeb Adm Espacios;21;19;-2;0;0;0;0;0;1;3;20;0
1.14.0616;Siesa Interno;135;149;14;0;0;0;0;0;19;1;27;0
1.14.0616;Siesa Migracion;172;302;130;0;0;2;0;0;37;0;28;0
1.14.0616;SiesaEE CM - MLB;1533;1812;279;0;0;1135;144;552;152;86;534;0
1.14.0616;SiesaEE FN y VH - MLB;600;657;57;0;0;392;38;159;86;70;382;0
1.14.0616;SiesaEE GP y SST - MLB;530;524;-6;0;0;0;0;0;18;2;55;0
1.14.0616;SiesaEE Nomina - MLB;440;523;83;0;0;252;24;324;15;61;137;0
1.14.0616;SiesaEE POS - MLB;315;361;46;0;0;372;5;68;26;92;228;0
1.14.0616;UnoWeb Adm Espacios;363;18;-345;0;0;0;0;0;13;0;16;0
1.14.0718;Siesa Interno;187;195;8;0;0;0;0;0;23;3;23;0
1.14.0718;Siesa Migracion;0;3;3;0;0;42;0;0;15;0;4;0
1.14.0718;SiesaEE CM - IRI;80;86;6;0;0;129;32;68;5;0;7;0
1.14.0718;SiesaEE CM - MLB;1066;919;-147;0;0;773;112;273;92;47;341;0
1.14.0718;SiesaEE FN y VH - MLB;520;518;-2;0;0;255;2;147;51;45;218;0
1.14.0718;SiesaEE GP y SST - MLB;118;75;-43;0;0;0;0;0;4;3;33;0
1.14.0718;SiesaEE Nomina - MLB;314;351;37;0;0;186;1;62;20;41;114;0
1.14.0718;SiesaEE POS - MLB;173;265;92;0;0;85;11;697;27;42;155;0
1.14.0718;UnoWeb Adm Espacios;50;38;-12;0;0;0;0;0;10;0;20;0
1.14.0718;UnoWeb Comercial;8;6;-2;0;0;0;0;0;3;0;4;0
1.14.0829;Siesa Interno;276;305;29;0;0;0;0;0;28;1;35;0
1.14.0829;SiesaEE CM - IRI;48;86;38;0;0;375;12;83;4;0;13;0
1.14.0829;SiesaEE CM - MLB;1626;1724;98;0;0;1241;127;257;148;66;550;0
1.14.0829;SiesaEE FN y VH - MLB;665;827;162;0;0;251;0;60;71;59;348;0
1.14.0829;SiesaEE GP y SST - MLB;209;277;68;0;0;0;0;0;14;5;41;0
1.14.0829;SiesaEE Nomina - MLB;518;699;181;0;0;290;0;332;20;110;174;0
1.14.0829;SiesaEE POS - MLB;322;451;129;0;0;479;15;55;28;73;217;0
1.14.0829;UnoWeb Adm Espacios;58;20;-38;0;0;0;0;0;7;2;22;0
1.14.0829;UnoWeb Comercial;1;1;0;0;0;0;0;0;0;1;13;0
1.14.1017;Siesa Interno;395;1065;670;0;0;0;0;0;44;3;96;0
1.14.1017;SiesaEE CM - IRI;122;122;0;0;0;258;5;62;6;1;28;0
1.14.1017;SiesaEE CM - MLB;2241;2424;183;0;0;1459;203;531;237;110;772;0
1.14.1017;SiesaEE FN y VH - MLB;1203;1514;311;0;0;1247;20;58;125;66;460;0
1.14.1017;SiesaEE GP y SST - IRI;0;11;11;0;0;0;0;0;1;0;6;0
1.14.1017;SiesaEE GP y SST - MLB;479;415;-64;0;0;0;0;0;34;3;66;0
1.14.1017;SiesaEE Nomina - MLB;949;1220;271;0;0;590;13;353;47;128;278;0
1.14.1017;SiesaEE POS - MLB;610;667;57;0;0;915;51;26;41;134;333;0
1.14.1017;UnoWeb Adm Espacios;117;123;6;0;0;0;0;0;15;3;36;0
1.14.1017;UnoWeb Comercial;2;2;0;0;0;0;0;0;1;1;11;0
1.14.1205;Siesa FrameWork;21;150;129;0;0;259;0;48;22;0;113;0
1.14.1205;Siesa Interno;608;1431;823;0;0;0;0;0;84;3;180;0
1.14.1205;Siesa Migracion;54;345;291;0;0;771;0;602;9;1;18;0
1.14.1205;SiesaEE CM - IRI;125;122;-3;0;0;258;5;62;6;2;34;0
1.14.1205;SiesaEE CM - MLB;4341;4446;105;0;0;2597;329;687;428;215;1451;0
1.14.1205;SiesaEE FN y VH - MLB;2094;2370;276;0;0;1785;20;131;218;102;877;0
1.14.1205;SiesaEE GP y SST - IRI;28;111;83;0;0;0;0;0;15;0;53;0
1.14.1205;SiesaEE GP y SST - MLB;479;422;-57;0;0;0;0;0;35;6;74;0
1.14.1205;SiesaEE Nomina - MLB;1724;2304;580;0;0;1359;48;458;109;236;521;0
1.14.1205;SiesaEE POS - MLB;999;1073;74;0;0;1654;129;45;71;218;557;0
1.14.1205;UnoWeb Adm Espacios;171;291;120;0;0;0;0;0;32;3;64;0
1.14.1205;UnoWeb Comercial;4;4;0;0;0;0;0;0;2;1;32;0
1.15.0213;Siesa FrameWork;884;191;-693;0;0;247;1;508;22;0;53;0
1.15.0213;Siesa Interno;503;677;174;0;0;0;0;0;57;1;98;0
1.15.0213;Siesa Migracion;237;334;97;0;0;729;0;259;14;5;11;0
1.15.0213;Siesa Mobile;5;6;1;0;0;0;0;0;0;1;5;0
1.15.0213;SiesaEE CM - IRI;246;103;-143;0;0;229;10;3319;4;3;33;0
1.15.0213;SiesaEE CM - MLB;2736;2615;-121;0;0;1612;138;386;311;143;892;0
1.15.0213;SiesaEE FN y VH - MLB;1343;1328;-15;0;0;678;6;165;137;89;645;0
1.15.0213;SiesaEE GP y SST - IRI;144;174;30;0;0;0;0;0;14;1;20;0
1.15.0213;SiesaEE GP y SST - MLB;61;39;-22;0;0;0;0;0;4;3;29;0
1.15.0213;SiesaEE Nomina - MLB;1127;1341;214;0;0;947;54;154;56;169;419;0
1.15.0213;SiesaEE POS - MLB;424;483;59;0;0;1014;80;245;28;140;306;0
1.15.0213;UnoWeb Adm Espacios;69;65;-4;0;0;0;0;0;20;2;51;0
1.15.0213;UnoWeb Comercial;3;3;0;0;0;0;0;0;2;0;21;0
1.15.0327;Siesa FrameWork;176;320;144;0;0;270;0;24;25;5;55;0
1.15.0327;Siesa Interno;554;608;54;0;0;0;0;0;61;0;104;0
1.15.0327;Siesa Migracion;116;182;66;0;0;438;2;161;17;4;23;0
1.15.0327;Siesa Mobile;32;43;11;0;0;0;0;0;3;1;18;0
1.15.0327;SiesaEE CM - IRI;372;409;37;0;0;277;71;592;16;1;24;0
1.15.0327;SiesaEE CM - MLB;1128;1037;-91;0;0;785;71;299;188;68;640;0
1.15.0327;SiesaEE FN - GC;9;9;0;0;0;0;0;0;0;3;3;0
1.15.0327;SiesaEE FN y VH - MLB;897;1137;240;0;0;463;0;68;97;49;434;0
1.15.0327;SiesaEE GP y SST - IRI;222;210;-12;0;0;0;0;0;14;1;61;0
1.15.0327;SiesaEE GP y SST - MLB;474;355;-119;0;0;0;0;0;23;6;14;0
1.15.0327;SiesaEE Nomina - MLB;807;961;154;0;0;612;31;43;33;104;315;0
1.15.0327;SiesaEE POS - MLB;332;315;-17;0;0;609;9;24;24;86;226;0
1.15.0327;UnoWeb Adm Espacios;377;163;-214;0;0;0;0;0;27;0;54;0
1.15.0515;Siesa FrameWork;38;92;54;0;0;293;0;76;2;3;16;0
1.15.0515;Siesa Interno;317;495;178;0;0;0;0;0;60;1;95;0
1.15.0515;Siesa Migracion;8;16;8;0;0;537;2;190;1;0;0;0
1.15.0515;Siesa Mobile;196;207;11;0;0;0;0;0;16;1;13;0
1.15.0515;SiesaEE CM - IRI;524;417;-107;0;0;543;131;274;28;2;34;0
1.15.0515;SiesaEE CM - MLB;1930;1818;-112;0;0;1170;163;394;293;76;600;0
1.15.0515;SiesaEE FN - GC;2;2;0;0;0;0;0;0;0;1;1;0
1.15.0515;SiesaEE FN y VH - MLB;921;1035;114;0;0;495;0;115;115;40;452;0
1.15.0515;SiesaEE GP y SST - IRI;28;48;20;0;0;0;0;0;2;0;12;0
1.15.0515;SiesaEE Nomina - MLB;869;933;64;0;0;675;79;118;37;113;237;0
1.15.0515;SiesaEE POS - MLB;626;493;-133;0;0;781;96;58;38;113;241;0
1.15.0515;UnoWeb Adm Espacios;160;245;85;0;0;0;0;0;18;12;33;0
1.15.0515;UnoWeb Comercial;2;20;18;0;0;0;0;0;1;0;131;0
1.15.0717;Siesa FrameWork;2;285;283;0;0;378;0;96;3;0;27;0
1.15.0717;Siesa Interno;188;401;213;0;0;0;0;0;54;1;104;0
1.15.0717;Siesa Migracion;70;82;12;0;0;760;4;107;3;1;14;0
1.15.0717;Siesa Mobile;107;130;23;0;0;0;0;0;5;10;20;0
1.15.0717;SiesaEE CM - IRI;348;448;100;0;0;588;154;317;23;4;47;0
1.15.0717;SiesaEE CM - MLB;2110;1895;-215;0;0;1351;138;587;211;93;661;0
1.15.0717;SiesaEE FN - GC;6;3;-3;0;0;0;0;0;0;2;7;0
1.15.0717;SiesaEE FN y VH - MLB;1224;1321;97;0;0;441;0;12;150;59;549;0
1.15.0717;SiesaEE GP y SST - MLB;4;3;-1;0;0;15;14;95;0;2;45;0
1.15.0717;SiesaEE Nomina - MLB;1075;1096;21;0;0;591;68;542;46;160;325;0
1.15.0717;SiesaEE POS - MLB;570;545;-25;0;0;897;82;107;43;73;321;0
1.15.0717;UnoWeb Adm Espacios;1575;596;-979;0;0;0;0;0;38;3;87;0
1.15.0918;Siesa FrameWork;44;370;326;0;0;378;0;96;4;3;20;0
1.15.0918;Siesa Interno;203;358;155;0;0;0;0;0;64;0;96;0
1.15.0918;Siesa Migracion;111;135;24;0;0;691;0;330;10;0;4;0
1.15.0918;Siesa Mobile;143;210;67;0;0;0;0;0;9;14;27;0
1.15.0918;SiesaEE CM - IRI;684;705;21;0;0;517;68;182;28;1;36;0
1.15.0918;SiesaEE CM - MLB;2496;2221;-275;0;0;1524;195;391;234;99;884;0
1.15.0918;SiesaEE FN - GC;14;14;0;0;0;0;0;0;1;4;7;0
1.15.0918;SiesaEE FN y VH - MLB;1188;1174;-14;0;0;349;0;0;157;36;500;0
1.15.0918;SiesaEE GP y SST - MLB;4;5;1;0;0;2;0;0;0;3;23;0
1.15.0918;SiesaEE Nomina - IRI;16;2;-14;0;0;810;119;563;1;0;0;0
1.15.0918;SiesaEE Nomina - MLB;1471;1516;45;0;0;552;137;123;57;128;298;0
1.15.0918;SiesaEE POS - MLB;669;704;35;0;0;946;125;78;42;103;364;0
1.15.0918;UnoWeb Adm Espacios;114;92;-22;0;0;0;0;0;7;5;24;0
1.15.1120;Siesa FrameWork;284;513;229;0;0;389;0;72;20;8;44;0
1.15.1120;Siesa Interno;278;408;130;0;0;0;0;0;64;2;77;0
1.15.1120;Siesa Migracion;137;242;105;0;0;710;0;165;12;3;12;0
1.15.1120;Siesa Mobile;189;154;-35;0;0;0;0;0;15;6;9;0
1.15.1120;SiesaEE CM - IRI;489;568;79;0;0;503;96;285;30;2;47;0
1.15.1120;SiesaEE CM - MLB;1972;2237;265;0;0;1623;158;893;202;79;923;0
1.15.1120;SiesaEE FN - GC;9;9;0;0;0;0;0;0;0;2;6;0
1.15.1120;SiesaEE FN y VH - MLB;1175;1163;-12;0;0;410;0;15;141;25;509;0
1.15.1120;SiesaEE GP y SST - IRI;3;2;-1;0;0;0;0;0;0;3;14;0
1.15.1120;SiesaEE GP y SST - MLB;3;3;0;0;0;0;0;0;0;3;26;0
1.15.1120;SiesaEE Nomina - MLB;1317;1341;24;0;0;683;52;132;61;127;278;0
1.15.1120;SiesaEE POS - MLB;757;742;-15;0;0;1044;129;119;34;141;416;0
1.15.1120;UnoWeb Adm Espacios;89;112;23;0;0;0;0;0;12;7;27;0
1.15.1218;Siesa FrameWork;0;21;21;0;0;185;0;4;1;1;21;0
1.15.1218;Siesa Interno;143;299;156;0;0;0;0;0;30;0;32;0
1.15.1218;Siesa Migracion;0;87;87;0;0;340;0;54;3;0;3;0
1.15.1218;Siesa Mobile;88;98;10;0;0;0;0;0;7;3;9;0
1.15.1218;SiesaEE CM - IRI;217;207;-10;0;0;206;64;125;15;3;33;0
1.15.1218;SiesaEE CM - MLB;836;978;142;0;0;698;115;269;103;52;452;0
1.15.1218;SiesaEE FN y VH - MLB;412;450;38;0;0;189;0;5;56;25;205;0
1.15.1218;SiesaEE GP y SST - IRI;1;1;0;0;0;0;0;0;1;0;6;0
1.15.1218;SiesaEE GP y SST - MLB;1;0;-1;0;0;0;0;0;1;0;24;0
1.15.1218;SiesaEE Nomina - MLB;533;387;-146;0;0;305;65;15;11;92;188;0
1.15.1218;SiesaEE POS - MLB;377;338;-39;0;0;466;81;44;19;53;230;0
1.15.1218;UnoWeb Adm Espacios;12;10;-2;0;0;0;0;0;0;2;4;0
1.16.0122;Siesa FrameWork;0;29;29;0;0;158;0;168;2;4;13;0
1.16.0122;Siesa Interno;148;239;91;0;0;0;0;0;36;0;39;0
1.16.0122;Siesa Migracion;0;0;0;0;0;342;0;201;0;1;3;0
1.16.0122;Siesa Mobile;30;14;-16;0;0;0;0;0;3;1;1;0
1.16.0122;SiesaEE CM - IRI;219;175;-44;0;0;183;51;615;9;5;9;0
1.16.0122;SiesaEE CM - MLB;1703;1532;-171;0;0;1113;202;239;213;61;449;0
1.16.0122;SiesaEE FN y VH - MLB;722;674;-48;0;0;320;0;29;77;16;210;0
1.16.0122;SiesaEE GP y SST - MLB;161;1;-160;0;0;0;0;36;2;0;9;0
1.16.0122;SiesaEE Nomina - MLB;1344;1440;96;0;0;328;40;127;50;78;169;0
1.16.0122;SiesaEE POS - MLB;460;488;28;0;0;416;28;415;24;60;214;0
1.16.0122;UnoWeb Adm Espacios;19;271;252;0;0;0;0;0;1;4;5;0
1.16.0331;Siesa FrameWork;8;460;452;0;0;401;0;171;9;8;50;0
1.16.0331;Siesa Interno;88;541;453;0;0;0;0;0;62;0;101;0
1.16.0331;Siesa Migracion;173;1527;1354;231;0;625;1;329;10;0;5;1
1.16.0331;Siesa Mobile;135;214;79;0;0;0;0;0;9;8;14;0
1.16.0331;SiesaEE CM - IRI;588;630;42;579;0;682;176;793;18;11;45;3
1.16.0331;SiesaEE CM - MLB;3989;3561;-428;1072;0;2802;350;348;388;141;957;5
1.16.0331;SiesaEE FN - GC;2;2;0;0;0;0;0;0;0;2;12;0
1.16.0331;SiesaEE FN y VH - MLB;1552;1574;22;202;0;382;23;100;170;36;573;1
1.16.0331;SiesaEE GP y SST - MLB;30;54;24;0;0;0;0;0;12;1;74;0
1.16.0331;SiesaEE Nomina - MLB;1590;1489;-101;0;0;654;109;155;80;202;396;0
